,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
9801,Synoptics Technologies,3.5,(109),IT Services & Consulting | Mumbai +19 other locations,346,10
9802,Kanakia Spaces,3.7,(109),Real Estate | Mumbai +2 other locations,473,2
9803,Shemford Futuristic School,3.8,(109),Education & Training | Gurugram +41 other locations,312,--
9804,Logelite,4.2,(109),Software Product | Lucknow +3 other locations,100,5
9805,Nava Bharath Fertilizers,3.6,(109),Agro Chemicals | Hyderabad / Secunderabad +37 other locations,215,8
9806,Xiaomi Service Center,4.4,(109),Bengaluru +68 other locations,162,--
9807,Diagno Labs,4.2,(109),Healthcare | Gurugram +27 other locations,313,--
9808,Autocop India,3.6,(109),Semiconductors | Pune +26 other locations,368,--
9809,Supertron Electronics,4.4,(109),IT Services & Consulting | Kolkata +24 other locations,381,--
9810,Falcon Force,4.1,(109),IT Services & Consulting | Gurugram +5 other locations,277,--
9811,Mohan Impex,4.1,(109),Kolkata +11 other locations,230,--
9812,Patel Motors,4.2,(109),Auto Components | Indore +8 other locations,499,--
9813,T D S MANAGEMENT CONSULTANT,3.8,(109),Recruitment | Sahibzada Ajit Singh Nagar +43 other locations,258,--
9814,Sankei Giken,3.9,(111),Auto Components | Bawal +5 other locations,435,--
9815,Gmoney Pvt. Ltd.,3.5,(109),Internet | Mumbai +21 other locations,362,--
9816,Accu Pack Engineering,3.3,(109),Engineering & Construction | Mumbai +5 other locations,475,3
9817,Blue Dart Aviation,3.6,(109),Aviation | Chennai +17 other locations,298,--
9818,Fi,3.5,(109),FinTech | Bengaluru +4 other locations,583,--
9819,Lindstrom Services,4.0,(109),Fashion & Textile | Pune +15 other locations,449,--
9820,Kalpa Electrikal,3.8,(109),Electrical Equipment | Bengaluru +11 other locations,630,8
9821,Tulip Infratech,3.7,(109),Real Estate | Gurugram +5 other locations,432,1
9822,Nirvana Solutions,2.9,(109),IT Services & Consulting | Gurugram +8 other locations,627,--
9823,Sietz Technologies,4.1,(109),Auto Components | Faridabad +5 other locations,477,--
9824,Mercer Mettl,3.5,(109),EdTech | Gurugram +6 other locations,636,--
9825,Volvo Buses,3.6,(109),Automobile | Bengaluru +12 other locations,443,--
9826,Ecocat India,4.0,(109),Auto Components | Faridabad +3 other locations,524,--
9827,Stemz Healthcare,3.5,(109),Healthcare | Gurugram +9 other locations,507,--
9828,Eduquity Career Technologies,3.4,(109),Recruitment | Bengaluru +15 other locations,524,--
9829,Vertoz,3.1,(109),Marketing & Advertising | Mumbai +8 other locations,441,12
9830,SS Construction,4.0,(109),Engineering & Construction | New Delhi +28 other locations,742,--
9831,Jawaharlal Nehru University,3.6,(109),Education & Training | New Delhi +11 other locations,507,--
9832,Arora Iron & Steel Rolling Mills,3.8,(109),Iron & Steel | Ludhiana +2 other locations,460,--
9833,Rkec Project,3.9,(110),Real Estate | Visakhapatnam +17 other locations,436,--
9834,Cinntra Info Tech Solutions,3.5,(109),IT Services & Consulting | Noida +5 other locations,372,5
9835,Microgen Hygiene,3.5,(109),Healthcare | Mumbai +16 other locations,297,7
9836,Seagate,3.3,(109),Hardware & Networking | Pune +5 other locations,702,2
9837,Indication Instruments,3.9,(109),Auto Components | Faridabad +3 other locations,531,--
9838,Indus Health Plus,3.4,(109),Fitness & Wellness | Pune +17 other locations,446,5
9839,Rtech Group,3.7,(109),Real Estate | Jaipur +11 other locations,443,3
9840,Indorama Ventures Global Shared Services,3.2,(109),Chemicals | Kolkata +5 other locations,361,--
9841,Sofitel Luxury Hotel,4.8,(109),Hospitality | Mumbai +11 other locations,342,--
9842,Blue Consulting,3.8,(109),Accounting & Auditing | Noida +8 other locations,339,3
9843,Asmoh Laboratories,3.8,(109),Pharma | Noida +4 other locations,238,2
9844,Woodkraft (India) Private Limited,2.8,(109),Real Estate | Bengaluru +8 other locations,493,1
9845,Sudisa Foundry,3.5,(109),Auto Components | Jamshedpur +3 other locations,479,1
9846,CoinSwitch,2.8,(109),Financial Services | Bengaluru +3 other locations,816,10
9847,Gitarattan International Business School,4.2,(109),Education & Training | New Delhi,99,1
9848,ASC Infratech,4.1,(109),Engineering & Construction | Noida +17 other locations,363,7
9849,Hemmersbach,3.2,(109),IT Services & Consulting | Bengaluru +8 other locations,535,25
9850,Saleswallah,4.8,(109),Education & Training | Gurugram +1 other locations,71,--
9851,Amrapali Group,3.9,(109),Real Estate | Noida +13 other locations,281,--
9852,Valued Epistemics,2.6,(109),EdTech | Chennai +4 other locations,236,2
9853,Metec Design & Construction Engineers,3.8,(111),Engineering & Construction | Chennai +7 other locations,423,--
9854,MindTickle,2.5,(109),IT Services & Consulting | Pune +5 other locations,816,35
9855,Panasonic Energy India Co,4.0,(109),Auto Components | Vadodara +19 other locations,534,--
9856,Tricolite Electrical Industries,4.2,(109),Electrical Equipment | New Delhi +10 other locations,459,4
9857,Sustainable Agro-commercial Finance,4.2,(109),NBFC | Mumbai +35 other locations,352,55
9858,Reliance Composites,3.5,(109),Vadodara +26 other locations,296,--
9859,Gala Precision Engineering Limited,4.0,(109),Engineering & Construction | Mumbai +9 other locations,491,5
9860,Numbertree LLP,3.3,(109),Accounting & Auditing | New Delhi +8 other locations,225,13
9861,Jekson Vision,4.1,(109),IT Services & Consulting | Ahmedabad +7 other locations,767,1
9862,Amrapali Group,3.9,(109),Real Estate | Noida +13 other locations,281,--
9863,DTCC,3.9,(109),Financial Services | Chennai +5 other locations,1k,226
9864,SS Construction,4.0,(109),Engineering & Construction | New Delhi +28 other locations,742,--
9865,Marwadi University,3.5,(109),Education & Training | Rajkot +6 other locations,391,--
9866,Sudisa Foundry,3.5,(109),Auto Components | Jamshedpur +3 other locations,479,1
9867,Gitarattan International Business School,4.2,(109),Education & Training | New Delhi,99,1
9868,Hemmersbach,3.2,(109),IT Services & Consulting | Bengaluru +8 other locations,535,25
9869,ASC Infratech,4.1,(109),Engineering & Construction | Noida +17 other locations,363,7
9870,CoinSwitch,2.8,(109),Financial Services | Bengaluru +3 other locations,816,10
9871,Engineering Projects,3.7,(109),Engineering & Construction | New Delhi +27 other locations,555,--
9872,Assurance Intl Limited,3.1,(109),Auto Components | Gurugram +23 other locations,269,40
9873,Valued Epistemics,2.6,(109),EdTech | Chennai +4 other locations,236,2
9874,MindTickle,2.5,(109),IT Services & Consulting | Pune +5 other locations,816,35
9875,Metec Design & Construction Engineers,3.8,(111),Engineering & Construction | Chennai +7 other locations,423,--
9876,Panasonic Energy India Co,4.0,(109),Auto Components | Vadodara +19 other locations,534,--
9877,Swami Vivekanand Subharti University,3.7,(109),Education & Training | Meerut +5 other locations,293,1
9878,Pro-Vigil,3.2,(109),Law Enforcement & Security | Visakhapatnam +2 other locations,383,9
9879,Integer Telecom Services,3.2,(109),Noida +6 other locations,334,--
9880,Swami Vivekanand Subharti University,3.7,(109),Education & Training | Meerut +5 other locations,293,1
9881,Integer Telecom Services,3.2,(109),Noida +6 other locations,334,--
9882,Whatfix,3.2,(109),Internet | Bengaluru +3 other locations,1.3k,18
9883,Bal Bharati Public School,4.2,(109),Education & Training | New Delhi +26 other locations,359,22
9884,Avacend Solutions,3.7,(108),Recruitment | Chennai +22 other locations,594,--
9885,"Denso Haryana Private Limited, Plant 1",3.9,(108),Auto Components | Gurugram +5 other locations,445,--
9886,Via.com,4.1,(108),Media & Entertainment | Bengaluru +11 other locations,501,--
9887,PACL India,3.1,(108),Real Estate | New Delhi +47 other locations,192,--
9888,Princeware,3.2,(108),Petrochemicals | Mumbai +21 other locations,493,--
9889,Freedom English Academy,4.0,(108),Education & Training | New Delhi +15 other locations,210,--
9890,Srei Infrastructure Finance,4.2,(108),Financial Services | Kolkata +30 other locations,374,--
9891,Biltech Building Elements,3.5,(108),Building Material | Pune +14 other locations,483,--
9892,National Sample Survey Office (nsso),3.3,(108),Government | Kolkata +53 other locations,190,--
9893,Institute of Liver & Biliary Sciences,4.2,(108),Education & Training | New Delhi +1 other locations,416,--
9894,SGD PHARMA,3.5,(108),Pharma | Hyderabad +4 other locations,582,--
9895,Gulbrandsen Technologies,3.3,(108),Pharma | Bharuch +4 other locations,377,--
9896,Suncity Projects,3.9,(108),Real Estate | Gurugram +11 other locations,469,--
9897,Madhav Limaye Consulting,4.0,(108),Engineering & Construction | Pune +2 other locations,253,4
9898,We Win,3.2,(111),BPO | Lucknow +11 other locations,491,--
9899,Visen Industries,3.6,(108),Chemicals | Mumbai +12 other locations,494,4
9900,Swarna Pragati Housing Microfinance,4.1,(108),Financial Services | Nagpur +31 other locations,258,--
9901,Hindusthan Microfinance,3.8,(108),NBFC | Mumbai +54 other locations,243,--
9902,L&T Metro Rail,4.1,(108),Urban Transport | Hyderabad +13 other locations,437,--
9903,ABC Bearings,3.9,(108),Auto Components | Bharuch +21 other locations,1.4k,--
9904,BPL,4.0,(109),Consumer Electronics & Appliances | Bengaluru +29 other locations,375,--
9905,Mangalam Organics,3.6,(108),Agro Chemicals | Mumbai +12 other locations,593,--
9906,SPEC INDIA,4.1,(108),IT Services & Consulting | Ahmedabad +4 other locations,418,1
9907,Finacus Solutions,2.8,(108),IT Services & Consulting | Mumbai +5 other locations,688,14
9908,Centre for Good Governance,2.9,(108),Government | Hyderabad +3 other locations,671,10
9909,Unicom Infotel,4.2,(108),IT Services & Consulting | Mumbai +24 other locations,453,3
9910,Teemage Precast In,3.6,(108),Engineering & Construction | Tiruppur +14 other locations,519,5
9911,Oxane Partners,3.2,(108),Financial Services | Gurugram +2 other locations,1.2k,2
9912,Seinumero Nirman,3.5,(108),Industrial Machinery | Pune +1 other locations,465,4
9913,Sree Behariji Mills,3.2,(108),Consumer Electronics & Appliances | Patna +34 other locations,253,--
9914,Tata Docomo,4.4,(108),Telecom | Hyderabad +55 other locations,254,--
9915,SNS Group,3.5,(108),Engineering & Construction | New Delhi +14 other locations,375,--
9916,Kalinga University,3.1,(108),Education & Training | Raipur +11 other locations,400,3
9917,Country Club Hospitality & Holidays,4.0,(108),Hospitality | Hyderabad +19 other locations,333,1
9918,Ray Business Technologies,3.6,(108),IT Services & Consulting | Hyderabad +3 other locations,576,9
9919,INDMoney,3.1,(108),FinTech | Gurugram +7 other locations,704,1
9920,SOGEFI ENGINE SYSTEMS INDIA,3.8,(108),Auto Components | Gurugram +5 other locations,560,--
9921,Kotak Education Foundation,3.1,(108),Non-Profit | Mumbai +4 other locations,495,43
9922,Pooja Forge,3.6,(108),Industrial Machinery | Faridabad +6 other locations,459,--
9923,Ledure Lighting,3.9,(108),Consumer Electronics & Appliances | Noida +23 other locations,394,--
9924,K & J Project,3.0,(108),Engineering & Construction | Nagpur +27 other locations,416,13
9925,Ivanti,3.8,(108),IT Services & Consulting | Bengaluru +3 other locations,1.2k,19
9926,T&T Group,3.9,(108),Real Estate | Noida +7 other locations,353,6
9927,Deepak Fasteners,3.8,(108),Industrial Machinery | Ludhiana +6 other locations,483,--
9928,Oman Pharmaceutical Products,2.6,(108),Pharma | Salalah +10 other locations,356,3
9929,Sharda Cropchem,3.8,(108),Chemicals | Mumbai +5 other locations,394,3
9930,Chopra Industries,3.6,(108),Auto Components | New Delhi +24 other locations,586,--
9931,Progression Infonet,4.2,(108),IT Services & Consulting | Gurugram +9 other locations,504,--
9932,Six Sails Technologies,4.2,(108),IT Services & Consulting | New Delhi +4 other locations,379,--
9933,Primeone Workforce,3.9,(108),Recruitment | Bhopal +26 other locations,463,--
9934,Emeritus,3.3,(108),Mumbai +4 other locations,514,30
9935,Tech Firefly,3.5,(108),IT Services & Consulting | Hyderabad +4 other locations,474,2
9936,Maharani Innovative Paints,3.7,(109),Chemicals | Faridabad +14 other locations,511,--
9937,BONbLOC,3.6,(108),IT Services & Consulting | Chennai +5 other locations,425,11
9938,Risebird Talent Solutions,2.6,(108),Recruitment | Noida +9 other locations,132,--
9939,Mondee,3.5,(108),Internet | New Delhi +6 other locations,411,7
9940,Bridgenext,3.7,(108),IT Services & Consulting | Pune +1 other locations,687,5
9941,Accentuate IT Solutions,4.1,(108),IT Services & Consulting | Bengaluru +13 other locations,842,--
9942,Rippling,2.7,(111),Internet | Bengaluru +3 other locations,1.4k,34
9943,DeliverHealth Solutions,3.5,(108),Software Product | Bengaluru +6 other locations,440,1
9944,Shindengen,3.7,(108),Semiconductors | Bengaluru +4 other locations,576,1
9945,Navin Fluorine Advanced Sciences,3.6,(108),Bharuch +6 other locations,443,--
9946,Smart Software Services(I),4.8,(108),Software Product | Pune,992,2
9947,Upland Software,4.7,(108),Software Product | Bengaluru,167,1
9948,Skylark Labs,4.4,(108),IT Services & Consulting | Pune +4 other locations,47,--
9949,Finar,3.9,(108),Chemicals | Ahmedabad +12 other locations,461,--
9950,Eskag Sanjeevani,3.3,(108),Healthcare | Kolkata +22 other locations,319,--
9951,Korcomptenz Consultancy,4.3,(108),IT Services & Consulting | Chennai +2 other locations,452,1
9952,Mindseed,4.2,(108),Education & Training | Mumbai +11 other locations,239,5
9953,Avekshaa Technologies,4.1,(108),Software Product | Bengaluru +4 other locations,265,16
9954,RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,3.9,(108),Pharma | Ahmedabad +5 other locations,362,3
9955,XYXX Apparels,4.1,(108),Fashion & Textile | Mumbai +24 other locations,913,--
9956,Clove Technologies,3.6,(108),IT Services & Consulting | Visakhapatnam +4 other locations,508,4
9957,"East Wind Footwear Company Ltd.,",4.1,(108),Fashion & Textile | Chennai +4 other locations,421,--
9958,Kuwait Integrated Petroleum Industries,3.9,(108),Oil & Gas | Kuwait City +8 other locations,462,--
9959,Axiom Energy Conversion,3.1,(108),Power | Hyderabad +15 other locations,386,--
9960,TFG Vacations,4.4,(108),Travel & Tourism | New Delhi +11 other locations,52,--
9961,Techtree It Systems,2.2,(108),IT Services & Consulting | Bengaluru +6 other locations,617,--
9962,North West Carrying Co.,3.8,(108),Logistics | Gurugram +24 other locations,441,--
9963,PV Clean Mobility Technologies,4.1,(108),Automobile | Gurugram +4 other locations,527,--
9964,CredFlow,2.9,(108),Internet | New Delhi +4 other locations,414,6
9965,Sigma-Byte Computers,4.1,(108),Hardware & Networking | Mumbai +8 other locations,491,8
9966,Uolo EdTech,2.8,(108),EdTech | Gurugram +13 other locations,380,--
9967,Quadrafort Technologies,3.7,(108),IT Services & Consulting | Noida +6 other locations,231,1
9968,Melento,3.6,(108),Bengaluru +1 other locations,231,9
9969,ECIL RAPISCAN,4.0,(108),Electronics Manufacturing | Hyderabad +20 other locations,358,2
9970,Eris Therapeutics,3.8,(108),Pharma | Ahmedabad +23 other locations,318,--
9971,Schenck Process India,3.3,(108),Industrial Machinery | Bengaluru +8 other locations,593,--
9972,Tristha Global,4.2,(108),IT Services & Consulting | Chennai +6 other locations,731,14
9973,Mastech Digital,3.7,(108),Recruitment | Noida +4 other locations,587,19
9974,Teqfocus Consulting,3.9,(108),IT Services & Consulting | Bengaluru +6 other locations,666,6
9975,Relinns Technologies,4.5,(108),IT Services & Consulting | Sahibzada Ajit Singh Nagar +4 other locations,164,42
9976,Coslight India Telecom,4.2,(107),Telecom | Gurugram +26 other locations,410,--
9977,Sapphire International School,3.5,(107),Education & Training | Noida +6 other locations,241,--
9978,Shell Recharge Solutions,4.7,(107),Software Product | Bengaluru +4 other locations,124,7
9979,Manya Education,3.3,(107),Education & Training | New Delhi +13 other locations,385,--
9980,Takata,4.2,(107),Auto Components | Chennai +10 other locations,269,--
9981,Arvind Envisol,3.3,(107),Waste Management | Ahmedabad +11 other locations,520,--
9982,URS Scott Wilson India,4.3,(107),Engineering & Construction | Kolkata +30 other locations,236,--
9983,Bundy India,3.8,(107),Auto Components | Vadodara +11 other locations,507,--
9984,Vipany Management Consulting,3.5,(107),Recruitment | Hyderabad +5 other locations,510,--
9985,Velankani Electronics,3.7,(107),Electronics Manufacturing | Bengaluru +9 other locations,515,1
9986,Flowserve Sanmar,3.5,(107),Chemicals | Chennai +15 other locations,487,--
9987,ZTT India,3.8,(107),Industrial Machinery | Chennai +14 other locations,497,--
9988,NovelVox Softwares India Pvt. Ltd.,4.2,(107),IT Services & Consulting | Faridabad +6 other locations,457,--
9989,SNL Bearings,3.7,(107),Industrial Machinery | Ranchi +6 other locations,240,--
9990,RG Group,4.2,(107),Real Estate | New Delhi +10 other locations,463,--
9991,Sagar Asia,3.6,(107),Industrial Machinery | Hyderabad +9 other locations,380,--
9992,Electrica Engineers,4.2,(107),Auto Components | Pune +8 other locations,363,--
