,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
3695,Blenheim Chalcot,2.7,(296),IT Services & Consulting | Mumbai +9 other locations,1.6k,1
3696,DataTrained,3.5,(296),EdTech | Noida +3 other locations,488,--
3697,SSF PLASTICS,3.6,(296),Petrochemicals | Hosur +15 other locations,1.2k,3
3698,Titan Laboratories,3.4,(297),Pharma | Mumbai +12 other locations,1k,18
3699,Rooman Technologies,3.7,(295),Education & Training | Bengaluru +41 other locations,780,2
3700,Doubtnut,3.4,(295),EdTech | Gurugram +16 other locations,1.1k,--
3701,FUJIFILM,4.1,(295),Animation & VFX | Gurugram +32 other locations,1.1k,--
3702,ScoreMe Solutions,3.4,(295),Software Product | Gurugram +5 other locations,470,--
3703,DynPro,3.7,(295),IT Services & Consulting | Bengaluru +15 other locations,1.4k,2
3704,THE GUARDIANS Real Estate Advisory,3.6,(295),Real Estate | Mumbai +10 other locations,1.2k,11
3705,GlobalStep,2.3,(295),IT Services & Consulting | Pune +6 other locations,1.8k,13
3706,Airbnb,3.5,(295),Internet | Gurugram +11 other locations,1.6k,2
3707,IndianOil Adani Ventures,4.0,(294),Oil & Gas | Paradip +28 other locations,981,--
3708,Can-Pack,4.4,(294),Packaging | Chhatrapati Sambhajinagar +11 other locations,1.2k,4
3709,Onida,3.6,(294),Consumer Electronics & Appliances | Mumbai +67 other locations,856,--
3710,Integra Global Solutions,3.5,(294),Financial Services | Coimbatore +3 other locations,1.4k,23
3711,Alf Engineering,4.0,(294),Auto Components | Nashik +14 other locations,1.3k,--
3712,Slr Metaliks,4.1,(294),Iron & Steel | Hosapete +10 other locations,1k,--
3713,Diamondpick,3.9,(294),Recruitment | Chennai +6 other locations,1.5k,3
3714,ecare India,3.9,(295),Analytics & KPO | Chennai +4 other locations,1.2k,24
3715,Futurense Technologies,4.0,(294),EdTech | Bengaluru +8 other locations,763,--
3716,Bajaj Energy,4.3,(294),Power | Lalitpur +16 other locations,886,--
3717,Xylem Water Solutions,3.7,(294),Waste Management | Vadodara +19 other locations,1.9k,73
3718,ARCADIS,4.1,(294),IT Services & Consulting | Bengaluru +26 other locations,1.8k,164
3719,Spm Autocomp,3.6,(294),Auto Components | Pune +16 other locations,1.1k,--
3720,Kelly Services,4.2,(294),Recruitment | Bengaluru +36 other locations,1.2k,--
3721,Pepe Jeans,4.1,(294),Fashion & Textile | Mumbai +60 other locations,894,--
3722,TJSB Sahakari Bank,3.6,(294),Banking | Mumbai +28 other locations,1.2k,--
3723,NAFFCO,3.2,(294),Law Enforcement & Security | Chennai +22 other locations,775,--
3724,MSPL,4.1,(294),Metals & Mining | Hosapete +31 other locations,1.2k,6
3725,Junglee Games,4.1,(294),Gaming | Gurugram +7 other locations,1.7k,5
3726,HyScaler,4.3,(293),IT Services & Consulting | Bhubaneswar +3 other locations,257,24
3727,Gionee,4.5,(293),Consumer Electronics & Appliances | New Delhi +95 other locations,301,--
3728,Bhash Software Labs,4.6,(293),Software Product | Bengaluru +4 other locations,147,--
3729,Merino Laminates,3.9,(293),Consumer Electronics & Appliances | New Delhi +54 other locations,959,--
3730,Danfoss Power Solutions,3.9,(293),Power | Pune +8 other locations,1.1k,--
3731,McAfee,3.8,(293),Software Product | Bengaluru +10 other locations,2.9k,5
3732,Karuna Management Services,3.7,(293),Retail | Kolkata +28 other locations,440,2
3733,Aurigene Oncology Limited,4.2,(293),Biotechnology | Bengaluru +5 other locations,1.1k,6
3734,Hema Engineering Industries,4.0,(293),Auto Components | Gurugram +23 other locations,1.1k,--
3735,POSCO MAHARASHTRA STEEL,4.1,(293),Iron & Steel | Pune +12 other locations,1.3k,--
3736,CPM India Sales & Marketing,4.1,(294),Marketing & Advertising | New Delhi +50 other locations,990,11
3737,Tablets (India),3.8,(293),Pharma | Chennai +48 other locations,837,--
3738,Innoviti Technologies Private Limited,2.9,(293),FinTech | Bengaluru +46 other locations,1.5k,5
3739,Roki Minda Co,4.5,(293),Auto Components | Chennai +19 other locations,825,--
3740,Aurangabad Electricals,4.0,(293),Auto Components | Chhatrapati Sambhajinagar +9 other locations,1k,--
3741,GMR Energy,4.1,(293),Power | New Delhi +38 other locations,986,--
3742,R L Fine Chem,3.6,(293),Pharma | Bengaluru +7 other locations,1.5k,4
3743,AltezzaSys,3.8,(293),IT Services & Consulting | Noida +14 other locations,758,5
3744,Wartsila,4.1,(293),Ports & Shipping | Mumbai +46 other locations,833,113
3745,Atul Auto,3.8,(293),Automobile | Ahmedabad +36 other locations,1.2k,14
3746,Nexval Infotech,2.7,(292),IT Services & Consulting | Kolkata +8 other locations,962,--
3747,Segula Technologies,3.5,(292),Engineering & Construction | Chennai +7 other locations,1.8k,4
3748,ERA Group,4.1,(292),Power | New Delhi +40 other locations,547,3
3749,Keihin Fie,4.3,(292),Auto Components | Bangalore / Bengaluru +13 other locations,2.6k,--
3750,Garware Technical Fibres,3.7,(292),Fashion & Textile | Pune +27 other locations,1.3k,4
3751,ABP Group,3.3,(292),Printing & Publishing | Kolkata +20 other locations,1.3k,--
3752,Ratnadeep Retail,4.2,(292),Retail | Hyderabad +13 other locations,1k,10
3753,Mukand Limited,3.6,(293),Iron & Steel | Mumbai +19 other locations,1.1k,14
3754,IT By Design,3.2,(292),IT Services & Consulting | Chandigarh +12 other locations,1.6k,9
3755,Piramal Foundation,4.1,(292),Non-Profit | New Delhi +83 other locations,836,--
3756,Tradebulls,3.0,(292),Financial Services | Ahmedabad +18 other locations,1.3k,19
3757,TP Central Odisha Distribution,3.6,(320),Power | Bhubaneswar +26 other locations,904,--
3758,Consolidated Construction Consortium,4.2,(291),Engineering & Construction | Chennai +29 other locations,773,--
3759,Cure foods,3.4,(291),Fitness & Wellness | Bengaluru +23 other locations,846,--
3760,Shreya Life Sciences,4.1,(291),Pharma | Chhatrapati Sambhajinagar +64 other locations,611,--
3761,Perkins,4.3,(291),Engineering & Construction | Chhatrapati Sambhajinagar +8 other locations,1.1k,--
3762,Arena Animation,3.6,(291),Education & Training | New Delhi +61 other locations,1k,20
3763,Personiv,3.7,(291),BPO | Coimbatore +9 other locations,1.7k,1
3764,Impelsys,3.1,(291),IT Services & Consulting | Bengaluru +9 other locations,2.4k,9
3765,Efftronics Systems,3.2,(291),Electronics Manufacturing | Vijayawada +34 other locations,898,18
3766,Trelleborg,3.9,(291),Industrial Machinery | Bengaluru +8 other locations,1.6k,2
3767,Baoiam Innovations,4.6,(291),EdTech | New Delhi +11 other locations,41,--
3768,Knowledge Splice Services pvt ltd.,3.0,(291),BPO | Bengaluru +14 other locations,1.3k,7
3769,Aditya Birla Memorial Hospital,4.4,(290),Healthcare | Pune +10 other locations,802,26
3770,Sakata Inx,3.9,(290),Chemicals | Bhiwadi +21 other locations,1.2k,1
3771,ONPASSIVE,2.5,(290),IT Services & Consulting | Hyderabad +7 other locations,1.4k,--
3772,BCT Consulting Private Limited,3.9,(290),IT Services & Consulting | Chennai +10 other locations,1.2k,3
3773,Calsonic Kansei Motherson Auto Products,4.1,(290),Auto Components | Bawal +12 other locations,1.1k,--
3774,Solartis Technology Services,3.5,(290),IT Services & Consulting | Madurai +3 other locations,1.9k,--
3775,Spectranet,3.6,(290),Telecom | Gurugram +10 other locations,1.2k,2
3776,SquadStack,3.5,(290),IT Services & Consulting | Noida +25 other locations,842,32
3777,Infrastructure Leasing & Financial Services,4.3,(290),Engineering & Construction | Mumbai +67 other locations,979,--
3778,Nature's Basket,3.9,(290),Internet | Mumbai +12 other locations,970,--
3779,JMR Infotech,4.2,(290),IT Services & Consulting | Bengaluru +11 other locations,1.1k,7
3780,Hughes Systique Corporation,3.8,(290),Emerging Technologies | Gurugram +6 other locations,2.3k,4
3781,Softtek,3.8,(290),IT Services & Consulting | Bengaluru +9 other locations,1.9k,32
3782,Nuclear Power Corporation of India,4.1,(289),Power | Mumbai +32 other locations,965,--
3783,RNF Technologies,3.0,(289),IT Services & Consulting | Noida +6 other locations,1.3k,2
3784,Wirtgen India,4.2,(289),Industrial Machinery | Pune +28 other locations,1.1k,9
3785,Girmiti Software,4.1,(289),IT Services & Consulting | Bengaluru +4 other locations,1.5k,--
3786,Gemini Solutions,3.4,(289),IT Services & Consulting | Gurugram +12 other locations,2.6k,--
3787,Chubb,3.4,(290),Insurance | Hyderabad +7 other locations,3.1k,7
3788,Incture Technologies,2.7,(289),IT Services & Consulting | Bengaluru +10 other locations,2.6k,18
3789,Nestaway,3.3,(289),Internet | Bengaluru +14 other locations,1.4k,--
3790,Levelshift,3.2,(289),IT Services & Consulting | Chennai +4 other locations,1.5k,6
3791,Think Future Technologies,4.5,(289),IT Services & Consulting | Gurugram +4 other locations,1.1k,14
3792,EnFuse Solutions,4.1,(289),IT Services & Consulting | Mumbai +40 other locations,683,34
3793,Vilas Javdekar Developers,3.9,(290),Real Estate | Pune +4 other locations,1.2k,20
3794,The Fern Residency,4.0,(289),Hospitality | Mumbai +61 other locations,953,3
3795,Shriram Chits,3.8,(289),Financial Services | Chennai +89 other locations,700,--
3796,Goldmedal Electricals,3.7,(289),Electrical Equipment | Mumbai +71 other locations,1.2k,3
3797,OnProcess Technology,3.8,(288),Software Product | Kolkata +3 other locations,876,--
3798,Bharat Dynamics,4.5,(289),Defence & Aerospace | Hyderabad +7 other locations,686,--
3799,Eye-Q Super Speciality Eye Hospitals,3.4,(288),Healthcare | Gurugram +35 other locations,628,10
3800,V2Solutions,2.8,(288),IT Services & Consulting | Mumbai +10 other locations,1.3k,3
3801,Renewsys India,4.0,(288),Power | Hyderabad +20 other locations,1.3k,7
3802,Apollo Diagnostics,4.1,(288),Healthcare | Kolkata +61 other locations,833,--
3803,Namdev Finvest,3.8,(288),Financial Services | Jaipur +61 other locations,544,2
3804,Autodesk,3.9,(288),Software Product | Bengaluru +22 other locations,2.9k,2
3805,SEABIRD LOGISOLUTIONS,3.9,(288),Logistics | Pune +31 other locations,1.1k,11
3806,Wallace Pharmaceuticals,3.8,(288),Pharma | Mumbai +46 other locations,843,5
3807,Meinhardt Group,3.4,(288),Engineering & Construction | Bengaluru +34 other locations,1.1k,23
3808,Origo Commodities,3.5,(287),Agriculture | Gurugram +57 other locations,837,1
3809,Thirumalai Chemicals,3.8,(287),Chemicals | Bharuch +12 other locations,1.3k,8
3810,AirAsia,3.5,(287),Aviation | Bengaluru +24 other locations,1.4k,9
3811,Imperative Business Ventures,3.7,(287),IT Services & Consulting | Pune +8 other locations,669,--
3812,SHV Energy,3.8,(287),Power | Hyderabad +30 other locations,1.1k,1
3813,Delhi Duty Free Services,3.8,(287),Retail | New Delhi +9 other locations,1.1k,1
3814,Essae Teraoka,3.6,(287),Electronics Manufacturing | Bengaluru +54 other locations,881,--
3815,Nilons Enterprises,3.9,(287),Food Processing | Jalgaon +42 other locations,917,--
3816,QDegrees,3.3,(287),Management Consulting | Jaipur +31 other locations,978,16
3817,Bony Polymers,3.6,(287),Auto Components | Faridabad +14 other locations,1.2k,1
3818,Lee Pharma,3.4,(287),Pharma | Hyderabad +9 other locations,1.3k,--
3819,Wika Instruments India,3.9,(287),Industrial Machinery | Pune +15 other locations,1.2k,15
3820,Crescent Foundry,3.8,(287),Industrial Machinery | Kolkata +13 other locations,1k,8
3821,Essae Teraoka,3.6,(287),Electronics Manufacturing | Bengaluru +54 other locations,881,--
3822,Ador Welding,3.9,(287),Industrial Machinery | Pune +28 other locations,1.1k,15
3823,Indira Gandhi International Airport,4.0,(287),Urban Transport | New Delhi +9 other locations,795,4
3824,Stelmec,3.1,(287),Electronics Manufacturing | Mumbai +30 other locations,1.4k,2
3825,FCI CCM,4.3,(287),Software Product | Noida +8 other locations,537,9
3826,Pfizer Healthcare india pvt lit,3.9,(286),Pharma | Visakhapatnam +16 other locations,1.3k,--
3827,SAVIC Technologies,2.4,(286),IT Services & Consulting | Mumbai +18 other locations,1.1k,22
3828,Rupa,3.7,(286),Fashion & Textile | Kolkata +40 other locations,916,2
3829,Clifford Chance,3.7,(286),Legal | Gurugram +7 other locations,1.9k,6
3830,Moder Solutions,3.3,(286),IT Services & Consulting | Bengaluru +9 other locations,1.6k,25
3831,Prepca Eduserv,4.0,(286),EdTech | Pune +2 other locations,188,--
3832,HyFun Foods,4.3,(286),Food Processing | Ahmedabad +20 other locations,1.2k,7
3833,Banswara Syntex,3.8,(286),Fashion & Textile | Banswara +13 other locations,1k,2
3834,Konica Minolta Business Solutions India Pvt. Ltd.,4.0,(286),Printing & Publishing | Gurugram +32 other locations,1.2k,4
3835,Samarth LifeSciences,3.6,(286),Pharma | Mumbai +46 other locations,911,3
3836,Zee Laboratories,2.9,(286),Pharma | Karnal +34 other locations,860,12
3837,Mantra Technologies,3.6,(286),IT Services & Consulting | Hyderabad +11 other locations,792,--
3838,Toyota Tsusho,3.9,(286),Metals & Mining | Bengaluru +26 other locations,1.5k,4
3839,Mahindra Teqo,4.1,(314),Software Product | Mumbai +74 other locations,1.1k,--
3840,HyFun Foods,4.3,(286),Food Processing | Ahmedabad +20 other locations,1.2k,7
3841,Toyota Tsusho,3.9,(286),Metals & Mining | Bengaluru +26 other locations,1.5k,4
3842,TowerVision India,4.2,(285),Telecom | Gurugram +32 other locations,990,--
3843,Turing,3.0,(285),Analytics & KPO | Bengaluru +6 other locations,1.5k,11
3844,Verse Innovation,3.5,(285),Internet | Bengaluru +16 other locations,1.5k,--
3845,ICICI Direct,3.8,(285),Financial Services | Mumbai +65 other locations,1.3k,--
3846,SMR Automotive Systems India,3.8,(285),Auto Components | Chennai +18 other locations,1.2k,4
3847,Property Solutions,3.8,(285),Facility Management Services | Mumbai +35 other locations,1.3k,--
3848,Bacancy Technology,4.3,(285),IT Services & Consulting | Ahmedabad +4 other locations,1.3k,3
3849,Bristol-Myers Squibb,3.6,(285),Pharma | Hyderabad +16 other locations,1.7k,141
3850,Easy Home Finance,4.4,(285),FinTech | Mumbai +55 other locations,474,11
3851,Automotive Axles,3.9,(285),Auto Components | Mysuru +13 other locations,956,--
3852,Orient Paper Mill,4.4,(285),Pulp & Paper | Shahdol +18 other locations,625,1
3853,National Institute for Smart Government,3.6,(285),Management Consulting | New Delhi +37 other locations,1.6k,122
3854,Servotech Power Systems,3.9,(285),Electrical Equipment | New Delhi +20 other locations,706,16
3855,Ajio Business,3.7,(284),Bengaluru +109 other locations,564,--
3856,Popular Vehicles and Services,3.7,(284),Automobile | Chennai +26 other locations,1.3k,1
3857,Jetking Infotrain,3.6,(284),Education & Training | Mumbai +53 other locations,854,6
3858,Any Brand,4.2,(284),Fashion & Textile | New Delhi +65 other locations,2.1k,--
3859,Amnex Infotechnologies,3.9,(284),IT Services & Consulting | Ahmedabad +23 other locations,1.2k,9
3860,Shyam Indus Power Solutions,3.7,(284),Power | New Delhi +36 other locations,963,5
3861,Southern Petrochemical Industries Corporation,3.6,(284),Agro Chemicals | Thoothukudi +19 other locations,1.5k,--
3862,Propel Industries,3.6,(284),Industrial Machinery | Coimbatore +26 other locations,1.6k,33
3863,MosChip Technologies,3.8,(284),Semiconductors | Hyderabad +5 other locations,1.1k,71
3864,AXIS MY INDIA,2.6,(284),Analytics & KPO | Mumbai +22 other locations,483,9
3865,Ketto,4.3,(284),Internet | Mumbai +6 other locations,747,8
3866,DRA Homes,4.5,(284),Real Estate | Chennai +4 other locations,342,1
3867,Amrita Institute of Medical Sciences and Research,3.8,(283),Healthcare | Kochi +15 other locations,1k,--
3868,Sonata Finance,3.9,(283),Financial Services | Lucknow +76 other locations,719,1
3869,kipi.ai,3.8,(285),IT Services & Consulting | Bengaluru +10 other locations,1.3k,--
3870,Tata Memorial Centre,3.9,(284),Healthcare | Mumbai +25 other locations,1k,--
3871,Tommy Hilfiger,3.9,(283),Fashion & Textile | Bengaluru +45 other locations,811,--
3872,J.M Baxi & Co,3.8,(283),Ports & Shipping | Mumbai +24 other locations,1.2k,10
3873,Home Centre,4.0,(284),Furniture & Furnishing | Bengaluru +36 other locations,1.1k,--
3874,Pitambari Products,4.2,(283),FMCG | Mumbai +53 other locations,996,--
3875,Trackon Courier,3.6,(282),Logistics | New Delhi +67 other locations,1k,8
3876,Fleetx.io,3.4,(283),Logistics | Gurugram +30 other locations,1.2k,23
3877,Borgwarner Emission System,3.7,(283),Auto Components | Bengaluru +13 other locations,1.5k,--
3878,Adani Solar,3.6,(283),Power | Mundra +19 other locations,1.1k,--
3879,Quantzig,4.6,(283),Analytics & KPO | Bengaluru +4 other locations,357,1
3880,Home Centre,4.0,(284),Furniture & Furnishing | Bengaluru +36 other locations,1.1k,--
3881,Trackon Courier,3.6,(282),Logistics | New Delhi +67 other locations,1k,8
3882,Adani Solar,3.6,(283),Power | Mundra +19 other locations,1.1k,--
3883,J.M Baxi & Co,3.8,(283),Ports & Shipping | Mumbai +24 other locations,1.2k,10
3884,Worldline Global Services,3.7,(283),IT Services & Consulting | Pune +15 other locations,1.8k,15
3885,Mas Callnet,2.8,(283),BPO | Noida +15 other locations,855,33
3886,HM Group,4.5,(282),Real Estate | Bengaluru +3 other locations,399,--
3887,CloudFoundation,4.8,(282),Hyderabad +10 other locations,156,3
3888,Elcamino Software,3.1,(282),BPO | Bengaluru +7 other locations,934,--
3889,SolarSquare Energy,3.2,(283),Power | Pune +27 other locations,1.1k,154
3890,LM Wind Power,4.0,(282),Power | Bengaluru +11 other locations,1.3k,--
3891,Emmvee Photovoltaic Power,3.5,(282),Power | Bengaluru +14 other locations,1.1k,12
3892,Highbar Technocrat,3.9,(282),IT Services & Consulting | Mumbai +16 other locations,1.2k,7
3893,Ciron Drugs & Pharmaceuticals,3.2,(282),Healthcare | Mumbai +12 other locations,1.4k,3
3894,Locuz Enterprise Solutions,3.7,(282),IT Services & Consulting | Hyderabad +20 other locations,1.4k,36
3895,Mindfire Solutions,4.0,(281),IT Services & Consulting | Bhubaneswar +7 other locations,1.6k,6
3896,Virtusa Software Services,3.6,(281),IT Services & Consulting | Hyderabad +10 other locations,2.6k,--
3897,Dyninno India,4.0,(281),IT Services & Consulting | Gurugram +5 other locations,634,12
3898,Siegwerk,3.9,(281),Chemicals | Bhiwadi +27 other locations,1k,4
3899,Sanmarg Projects,3.9,(281),Oil & Gas | Noida +56 other locations,927,1
3900,FOX Solutions,3.9,(281),Industrial Machinery | Nashik +19 other locations,1.2k,18
3901,Drydocks World Dubai,3.9,(281),Ports & Shipping | Dubai +17 other locations,544,--
3902,Sanmarg Projects,3.9,(281),Oil & Gas | Noida +56 other locations,927,1
3903,Dyninno India,4.0,(281),IT Services & Consulting | Gurugram +5 other locations,634,12
3904,OSB India,3.6,(281),Financial Services | Bengaluru +4 other locations,1.1k,19
3905,Siegwerk,3.9,(281),Chemicals | Bhiwadi +27 other locations,1k,4
3906,AvenData GmbH,4.0,(281),IT Services & Consulting | Mumbai +3 other locations,603,--
3907,Ribbon Communication,3.7,(281),Hardware & Networking | Bengaluru +18 other locations,1.6k,8
3908,Naaptol Online Shopping,3.3,(281),Internet | Mumbai +21 other locations,941,3
3909,OneAssist Consumer Solutions,3.9,(280),Financial Services | Mumbai +32 other locations,1.2k,--
3910,PurpleTalk,3.7,(280),IT Services & Consulting | Hyderabad +6 other locations,1.6k,7
3911,InnovationM,3.8,(280),IT Services & Consulting | Noida +8 other locations,826,7
3912,Toyota Material Handling,3.7,(280),Industrial Machinery | Gurugram +35 other locations,1k,1
3913,Sigmoid,4.0,(281),Analytics & KPO | Bengaluru +7 other locations,2.2k,63
3914,Girlscript Foundation,4.9,(280),Bengaluru +21 other locations,13,--
3915,ANI INTEGRATED SERVICES,3.6,(280),Engineering & Construction | Mumbai +62 other locations,1k,--
3916,Kangaro Industries,3.5,(280),Retail | Ludhiana +23 other locations,1k,4
3917,Nippon Audiotronix,3.4,(280),Automobile | Gurugram +17 other locations,1.1k,--
3918,Cremica Food Industries,3.8,(280),Food Processing | New Delhi +50 other locations,1k,--
3919,Vserv Infosystems,3.5,(280),IT Services & Consulting | New Delhi +49 other locations,1.2k,4
3920,Iscon Balaji Foods,3.9,(280),Food Processing | Ahmedabad +34 other locations,969,6
3921,INDIAN PUBLIC SCHOOL,3.9,(280),Education & Training | Chennai +43 other locations,1k,13
3922,Rimjhim Ispat,3.4,(280),Iron & Steel | Angul +22 other locations,754,--
3923,Vitesco Technologies,4.4,(280),Auto Components | Bengaluru +5 other locations,1.7k,--
3924,Royal Research,2.0,(279),Analytics & KPO | Kolkata +5 other locations,482,--
3925,Kirloskar Electric Company,3.7,(279),Electrical Equipment | Bengaluru +22 other locations,1.1k,5
3926,Fourrts,4.1,(279),Pharma | Chennai +46 other locations,800,4
3927,Tata nexarc,3.0,(279),Software Product | Mumbai +16 other locations,1k,7
3928,Radium Creation,3.9,(279),Jewellery | Mumbai +8 other locations,662,2
3929,STYLAM Industries,3.5,(279),Engineering & Construction | Chandigarh +34 other locations,1.2k,4
3930,Microsense,3.6,(279),IT Services & Consulting | Chennai +31 other locations,1k,--
3931,Dotsquares,2.8,(279),IT Services & Consulting | Jaipur +8 other locations,2.2k,23
3932,Hitachi Astemo Rajasthan Brake Systems,4.3,(279),Auto Components | Neemrana +22 other locations,858,--
3933,AAJ Supply Chain Management,3.6,(279),Logistics | New Delhi +20 other locations,765,3
3934,Malladi Drugs & Pharmaceuticals,3.6,(279),Pharma | Chennai +13 other locations,1.3k,1
3935,360 Degree Cloud Technologies,3.9,(279),IT Services & Consulting | Noida +12 other locations,1.4k,31
3936,Ahana Systems & Solutions,3.7,(279),IT Services & Consulting | Bengaluru +19 other locations,1.4k,1
3937,Bandhan KOnnagar,3.5,(278),Non-Profit | Kolkata +66 other locations,653,5
3938,Trigyn Technologies,3.8,(278),IT Services & Consulting | Mumbai +15 other locations,1.8k,52
3939,Kaleesuwari Refinery,3.8,(278),Food Processing | Chennai +43 other locations,1k,7
3940,Walchandnagar Industries,3.2,(278),Industrial Machinery | Pune +11 other locations,1.1k,7
3941,Bhavani Industries,3.6,(278),Industrial Machinery | Bengaluru +17 other locations,1.2k,--
3942,Manappuram Home Finance,4.0,(278),Financial Services | Mumbai +92 other locations,878,--
3943,Escalon Business Services,3.8,(278),Accounting & Auditing | Sahibzada Ajit Singh Nagar +8 other locations,1.1k,3
3944,Trigyn Technologies,3.8,(278),IT Services & Consulting | Mumbai +15 other locations,1.8k,52
3945,Msi Services,4.0,(278),IT Services & Consulting | Bengaluru +7 other locations,953,52
3946,Ummeed Housing Finance,3.9,(278),Financial Services | Gurugram +71 other locations,1.1k,--
3947,Hyperpure,3.7,(310),Internet | Gurugram +37 other locations,1.2k,--
3948,Trivium Education Services,3.7,(278),EdTech | New Delhi +17 other locations,903,3
3949,Gupshup,2.8,(278),IT Services & Consulting | Mumbai +12 other locations,2k,--
3950,I P Integrated Services,3.7,(278),Telecom | Gurugram +54 other locations,824,--
3951,The Louis Berger Group,4.3,(277),Engineering & Construction | Mumbai +36 other locations,695,--
3952,Jayashree Polymers,3.8,(277),Auto Components | Pune +9 other locations,1.3k,--
3953,Gautam Solar,3.9,(277),Power | New Delhi +18 other locations,684,1
3954,Dee Vee Projects,3.8,(277),Engineering & Construction | Raipur +39 other locations,922,--
3955,Four Points By Sheraton,4.3,(277),Hospitality | Pune +33 other locations,685,--
3956,Sun TV Network,3.5,(277),Media & Entertainment | Chennai +16 other locations,1.4k,--
3957,Total Environment Building Systems,4.0,(277),Real Estate | Bengaluru +5 other locations,1.5k,13
3958,Anand Rathi Share and Stock Brokers Ltd,3.4,(277),Financial Services | Mumbai +46 other locations,1.9k,134
3959,Olyv,4.4,(277),FinTech | Bengaluru +3 other locations,618,30
3960,Emerald Jewel Industry India,3.7,(277),Jewellery | Coimbatore +14 other locations,1.5k,4
3961,Total Environment Building Systems,4.0,(277),Real Estate | Bengaluru +5 other locations,1.5k,13
3962,Sun TV Network,3.5,(277),Media & Entertainment | Chennai +16 other locations,1.4k,--
3963,The Louis Berger Group,4.3,(277),Engineering & Construction | Mumbai +36 other locations,695,--
3964,Jayashree Polymers,3.8,(277),Auto Components | Pune +9 other locations,1.3k,--
3965,Anand Rathi Share and Stock Brokers Ltd,3.4,(277),Financial Services | Mumbai +46 other locations,1.9k,134
3966,Olyv,4.4,(277),FinTech | Bengaluru +3 other locations,618,30
3967,Cognizant Solutions Corp,3.8,(277),IT Services & Consulting | Hyderabad +15 other locations,2k,--
3968,Befree Business Resourceing,3.2,(277),Accounting & Auditing | Bengaluru +14 other locations,1.4k,35
3969,Star Wire India,4.0,(277),Industrial Machinery | Faridabad +7 other locations,1.2k,6
3970,Suntory Global Spirits India,4.0,(277),Beverage | Gurugram +63 other locations,964,--
3971,ISS SDB Security Services,4.1,(277),Facility Management Services | Chennai +49 other locations,583,6
3972,Balajee Group,3.5,(278),Engineering & Construction | Mumbai +43 other locations,867,4
3973,Bihar Rural Livelihoods Promotion Society,3.7,(276),Non-Profit | Patna +56 other locations,659,--
3974,Varmora Granito,4.0,(276),Building Material | Ahmedabad +65 other locations,830,6
3975,Gracure Pharmaceuticals,3.4,(276),Pharma | Bhiwadi +15 other locations,1.1k,4
3976,Spectraforce Technologies,3.1,(276),Recruitment | Hyderabad +13 other locations,1.3k,41
3977,Edureka,3.0,(276),EdTech | Bengaluru +20 other locations,1.4k,4
3978,Polyplex,4.1,(276),Packaging | Noida +14 other locations,1k,--
3979,Gap,3.5,(276),Retail | Hyderabad +25 other locations,2k,36
3980,Videocon Industries Ltd.,3.9,(276),Consumer Electronics & Appliances | Chhatrapati Sambhajinagar +62 other locations,852,--
3981,Awfis,4.1,(276),Real Estate | New Delhi +17 other locations,1.1k,45
3982,Unicorn Infosolutions,3.2,(276),Retail | Mumbai +25 other locations,1k,10
3983,Anupam Rasayan India,3.6,(276),Chemicals | Surat +10 other locations,1.3k,--
3984,ATLBattery Technology (India) Private Limited,3.7,(276),Electrical Equipment | Bawal +13 other locations,734,3
3985,Kd Logistics,3.8,(275),Logistics | Mumbai +36 other locations,916,--
3986,Big C,3.8,(275),Hyderabad +55 other locations,672,9
3987,Veer-O-- Metals,4.2,(275),Industrial Machinery | Bengaluru +8 other locations,1.2k,--
3988,HDFC Credila Financial Services,3.6,(275),Financial Services | Mumbai +32 other locations,1.4k,4
3989,SMS Limited,4.1,(275),Engineering & Construction | Nagpur +44 other locations,2.4k,5
3990,Hero Vired,4.5,(275),Education & Training | New Delhi +7 other locations,521,--
3991,Transworld Systems,3.1,(282),Financial Services | Bengaluru +6 other locations,1.3k,5
3992,Kunal Structure,3.8,(275),Real Estate | Ahmedabad +26 other locations,816,--
3993,Powerica,3.7,(275),Industrial Machinery | Mumbai +30 other locations,1.1k,3
3994,Zeetech Management And Marketing,3.8,(275),Ranchi +36 other locations,46,--
3995,Indo Amines,3.1,(275),Chemicals | Mumbai +15 other locations,1.4k,1
3996,Utthunga Technologies,2.9,(275),Industrial Automation | Bengaluru +6 other locations,2.1k,118
3997,Embitel Technologies,4.1,(276),IT Services & Consulting | Bengaluru +4 other locations,2.1k,56
3998,Vision Rx Lab,3.9,(275),Medical Equipment | Gurugram +33 other locations,933,--
3999,TourTravelWorld.Com,4.9,(276),Internet | New Delhi,2,7
4000,Zee Media Corporation,3.4,(274),Broadcasting | Noida +21 other locations,1.4k,35
4001,Vayam Info Solutions,4.0,(275),Recruitment | New Delhi +44 other locations,862,--
4002,Roche Diagnostics,3.8,(274),Pharma | Mumbai +32 other locations,1.4k,--
4003,Policyboss.com,3.3,(274),Insurance | Mumbai +38 other locations,997,8
4004,Phoenix Contact,4.0,(274),Electronics Manufacturing | Faridabad +17 other locations,1.3k,11
4005,HiyaMee Private Limited,2.9,(274),Recruitment | Bengaluru +10 other locations,1.8k,--
4006,Muthoot Pappachan Group,4.0,(274),Financial Services | Thiruvananthapuram +80 other locations,902,--
4007,Joyson Safety Systems,4.0,(274),Auto Components | Chennai +12 other locations,1.2k,1
